,prod_color,article_id
90573,"Luna denim overshirt, color:  Dark Blue",843764001
90574,"Anglaise wide side thong, color:  White",843772001
90575,"Anglaise wide side thong, color:  Light Pink",843772002
90576,"Anglaise wide side thong, color:  Black",843772004
90577,"Anglaise padded softbra OPT3, color:  White",843777001
90578,"Anglaise padded softbra OPT3, color:  Light Pink",843777002
90579,"Anglaise padded softbra OPT3, color:  Black",843777005
90580,"Alexis como Balconette, color:  Black",843793001
90581,"Alexis como Balconette, color:  White",843793003
90582,"Khloe Como Balconette, color:  Light Orange",843793004
90600,"Zero Danger Padded Bra, color:  White",843869002
90601,"Zero Danger Padded Bra, color:  Light Purple",843869003
90602,"Ursula Top, color:  Pink",843872001
90603,"Ursula Top, color:  Light Blue",843872002
90604,"Ursula Top, color:  Blue",843872003
90605,"Ursula Top, color:  Light Blue",843872005
90606,"Ursula Top, color:  Beige",843872006
90607,"Ursula Cheeky V Brief, color:  Pink",843873001
90608,"Ursula Cheeky V Brief, color:  Light Blue",843873003
90609,"Ursula Cheeky V Brief, color:  Blue",843873004
90610,"Ursula Cheeky V Brief, color:  Light Blue",843873006
90611,"Ursula Cheeky V Brief, color:  Beige",843873007
90616,"Stina round straw bag, color:  Light Beige",843903001
90617,"Stina round straw bag, color:  Pink",843903002
90618,"Bay midi cross, color:  Yellowish Brown",843905001
90619,"Bondi mini bag, color:  Beige",843906001
90620,"Bondi mini bag, color:  Pink",843906002
90626,"Babette 2-pack, color:  Black",843940001
90627,"Babette 2-pack, color:  Greyish Beige",843940003
90628,"Babette 2-pack, color:  Grey",843940005
90641,"Poppy swimsuit, color:  Blue",844030001
90653,"SC DIANE hoody, color:  Off White",844080001
90654,"SC DIANE hoody, color:  Other Pink",844080003
90655,"SC ZORN tee, color:  Dark Green",844082001
90656,"SC KUSAMA crochet, color:  Other Pink",844086001
90657,"SC MANN cardigan, color:  Off White",844087001
90658,"SC GOLDIN top, color:  Other Blue",844089001
90659,"SC POLKE dress, color:  Other Pink",844090001
90660,"SC POLKE dress, color:  Black",844090002
90661,"SC ARVIDA dress, color:  Other Blue",844091001
90662,"SC EL CAPITANO dress, color:  Black",844093001
90663,"SC ASLAN skirt, color:  Black",844099002
90664,"SC SIGRID shorts, color:  Light Turquoise",844100001
90665,"SC BARTLING robe, color:  Black",844101001
90666,"SC ILON blazer, color:  Light Beige",844102001
90667,"SC EMIN blazer, color:  Black",844103001
90668,"SC HILMA trousers, color:  Other Pink",844104001
90669,"SC JENNY satin trousers, color:  Off White",844106001
90670,"SC SHERMAN trousers, color:  Light Beige",844107001
90671,"SC VIDE leggings, color:  Black",844108001
90672,"SC VIDE leggings, color:  Dark Turquoise",844108002
90673,"SC SAVANNA knitted trousers, color:  Silver",844109002
90674,"SC STEIN denim, color:  Light Beige",844111001
90675,"SC SAVILLE leather trousers, color:  Other Pink",844112002
90676,"SC RAUCH blouse, color:  Light Beige",844113001
90677,"SC SONIA blouse, color:  Off White",844115001
90678,"SC MARFA blouse, color:  Light Turquoise",844116001
90679,"SC KARIN shirt, color:  Other Pink",844118001
90680,"SC KARIN shirt, color:  Off White",844118002
90681,"SC - LJUNG platform boot, color:  Off White",844119001
90682,"SC - FRIEDA bag, color:  Other Blue",844121001
90683,"SC - CARTER swimsuit, color:  Other Pink",844125002
90684,"SC - MARIA scarf, color:  Other Pink",844126001
90685,"SC - SLICE earring, color:  Silver",844128001
90686,"SC - VISOR sunglasses, color:  Dark Yellow",844129001
90692,"Peter Shacket, color:  Beige",844140001
90693,"Ariel cheeky brief, color:  Dark Green",844160002
90694,"Saturn trs (J), color:  Grey",844198001
90695,"Saturn trs (J), color:  Light Pink",844198002
90702,"MC Shihtzu coat, color:  Black",844244001
90703,"ED Melrose dress, color:  Black",844254001
90704,"ED Melrose dress, color:  White",844254003
90705,"&DENIM Utility belted jkt, color:  Dark Blue",844256001
90709,"Mopsy fur jacket, color:  Dark Beige",844287002
90712,"Locomotion Balconette, color:  Orange",844294001
90713,"Locomotion Balconette, color:  Off White",844294002
90714,"&denim pull on ancle, color:  Light Blue",844302001
90715,"LOGG Venice, color:  Blue",844306001
90716,"LOGG Venice, color:  Light Green",844306002
90718,"Flirty Gertrud Hoop, color:  White",844368001
90719,"LOGG Athens wrap dress, color:  Dark Yellow",844390001
90720,"LOGG Lisbon tencel dress, color:  Dark Blue",844395001
90721,"LOGG Lisbon tencel dress, color:  Light Blue",844395002
90722,"Sporty Spice PRICE Swimsuit, color:  Other Pink",844409001
90723,"Sporty Spice PRICE Swimsuit, color:  Blue",844409002
90724,"Sporty Spice PRICE Swimsuit, color:  Light Pink",844409003
90725,"PYRITE DRESS, color:  Greenish Khaki",844411001
90726,"PYRITE DRESS, color:  Black",844411002
90727,"PYRITE DRESS, color:  Dark Yellow",844411003
90728,"Flirty Hippo hairpin pk, color:  White",844413001
90730,"LOGG Tokyo dress, color:  Dark Blue",844432001
90731,"LOGG Tokyo dress, color:  Red",844432002
90734,"LOGG Lindy linen shirt, color:  Red",844451001
90738,"SPORT Mama Orlando tee, color:  Greenish Khaki",844470002
90740,"Mona waistbelt, color:  Beige",844501001
90741,"Mona waistbelt, color:  White",844501002
90742,"Basil cargo troursers RW, color:  Greenish Khaki",844503001
90743,"Basil cargo troursers RW, color:  Beige",844503002
90745,"ED Thomas PQ, color:  Dark Green",844529004
90749,"ED Ivanovo., color:  Black",844551001
90751,"ED Julien blouse, color:  Beige",844582003
90752,"MC Kagen top, color:  Light Pink",844587001
90764,"Dracula blazer, color:  Black",844730002
90765,"Jerry, color:  White",844734001
90768,"Nemo straw shopper, color:  Beige",844745001
90771,"Kith Dress, color:  Red",844799001
90773,"Cia Culotte RW, color:  Black",844856001
90774,"ED Jen tee, color:  Black",844874001
90775,"ED Jen tee, color:  White",844874006
90776,"ED Jen tee, color:  Dark Orange",844874008
90777,"ED Jen tee, color:  Dark Green",844874009
90778,"ED Jen tee, color:  White",844874010
90779,"ED Jen tee, color:  Light Pink",844874012
90780,"ED Mastiff parka, color:  Beige",844877001
90781,"ED Lilja top, color:  Green",844885003
90785,"Megan Tencel Top, color:  Light Blue",844906001
90786,"Embrace Slim HW Ankle, color:  Dark Blue",844915001
90787,"Embrace Slim HW Ankle, color:  Dark Blue",844915002
90788,"Embrace Slim HW Ankle, color:  Black",844915003
90789,"Embrace Slim HW Ankle, color:  Light Blue",844915007
90790,"Embrace Slim HW Ankle, color:  Blue",844915008
90794,"CNY EQ Susan, color:  Light Beige",844919001
90795,"CNY EQ Susan, color:  Red",844919002
90796,"CNY EQ Susan, color:  Dark Blue",844919003
90800,"PQ GAIA WOOL/CASH TOP, color:  Light Beige",844929001
90801,"PQ GAIA WOOL/CASH TOP, color:  Greenish Khaki",844929002
90802,"PQ DALMA CTN TEE, color:  Beige",844931001
90803,"PQ DALMA CTN TEE, color:  White",844931002
90804,"PQ DALMA CTN TEE, color:  Dark Pink",844931003
90805,"PQ DALMA CTN TEE, color:  Light Grey",844931004
90806,"PQ HORACE CTN/CASH HOODIE, color:  Light Grey",844932001
90807,"PQ HORACE CTN/CASH HOODIE, color:  Yellowish Brown",844932002
90808,"PQ ILON CTN/CASH SHORTS, color:  Light Grey",844933001
90809,"PQ ILON CTN/CASH SHORTS, color:  Yellowish Brown",844933002
90810,"PQ SULLY SILK MIX SKIRT, color:  Dark Beige",844935001
90811,"PQ SULLY SILK MIX SKIRT, color:  Off White",844935002
90812,"PQ SULLY SILK MIX SKIRT, color:  Green",844935004
90813,"PQ NATAL CTN TEE, color:  White",844941001
90821,"PQ TANJA COTTON SHIRT, color:  White",844970001
90822,"PQ FABIENNE CTN/SILK BLOUSE, color:  Light Beige",844971001
90823,"PQ FABIENNE CTN/SILK BLOUSE, color:  Off White",844971002
90824,"PQ CHARLOTTE SILK MIX BLOUSE, color:  Off White",844972001
90825,"PQ DYNASTIN CHINOS, color:  Light Beige",844982001
90826,"PQ DYNASTIN CHINOS, color:  Greenish Khaki",844982002
90827,"PQ BORRIS LINEN SLACKS, color:  Light Beige",844984001
90828,"PQ BORRIS LINEN SLACKS, color:  Greyish Beige",844984002
90829,"PQ TRINA UTILITY TRS, color:  Light Beige",844985001
90830,"PQ SPLENDID SILK DRESS, color:  Yellowish Brown",844986001
90831,"PQ SIMON CTN/SILK SKIRT, color:  Light Beige",844990001
90832,"PQ BRADLEY CTN/SILK DRESS, color:  Greenish Khaki",844991001
90836,"PQ DEBBIE CTN/SILK JACKET, color:  Greenish Khaki",844997001
90837,"PQ TERRY CTN/SILK TRENCHCOAT, color:  Light Beige",844999001
90840,"Fideli shorts (W), color:  Black",845023002
90841,"ED Marguerite top, color:  Black",845024001
90842,"ED Marguerite top, color:  Light Beige",845024003
90843,"SUMMER TÄBY, color:  Light Pink",845031001
90844,"SUMMER TÄBY, color:  White",845031002
90845,"SUMMER TÄBY, color:  Black",845031003
90846,"CROW RIB STRAP TOP, color:  Off White",845032001
90847,"CROW RIB STRAP TOP, color:  Black",845032002
90848,"CROW RIB STRAP TOP, color:  Greenish Khaki",845032003
90849,"ED Samson, color:  Black",845046002
90850,"ED Samson, color:  Dark Blue",845046004
90851,"ED Samson, color:  White",845046005
90853,"LOGG Onyx embr frill tee, color:  White",845060001
90867,"PQ Monroe set Alpacablend, color:  Orange",845095001
90868,"Elaine Dress, color:  Black",845112001
90869,"Elaine Dress, color:  Beige",845112002
90870,"Zoe Denim  Dress, color:  Light Blue",845116001
90875,"Cool Shellby Earring, color:  Gold",845163001
90877,"NEPTUNE TSHIRT DRESS, color:  Dark Blue",845181001
90878,"NEPTUNE TSHIRT DRESS, color:  Red",845181005
90879,"NEPTUNE TSHIRT DRESS, color:  Grey",845181007
90884,"Mason jogger RW, color:  Light Blue",845191002
90885,"Mason jogger RW, color:  Greenish Khaki",845191004
90886,"Mason jogger RW, color:  Off White",845191006
90887,"Mason jogger RW, color:  Dark Grey",845191008
90893,"Rita jaqcuard jumper, color:  Black",845271001
90894,"Cannes jumper, color:  Off White",845280001
90895,"Cannes jumper, color:  Greenish Khaki",845280002
90896,"Citroen Cardigan, color:  Light Pink",845282001
90897,"LOGG Walnut cargo RW trs, color:  Greenish Khaki",845285001
90920,"Frank, color:  Beige",845428001
90921,"Frank, color:  Light Green",845428003
90922,"Frank, color:  Light Yellow",845428004
90923,"ED Frugan 2-pack, color:  Black",845435001
90924,"Dove mockneck dress, color:  Beige",845436001
90937,"Kay blouse 1, color:  Light Beige",845541001
90938,"Kay blouse 1, color:  Black",845541002
90943,"Ellaria trouser RW, color:  White",845576001
90944,"Ellaria trouser RW, color:  Beige",845576002
90954,"Sorrento brief, color:  Orange",845699001
90959,"Nortull, color:  Black",845729001
90960,"Nortull, color:  Dark Beige",845729002
90961,"LOGG Atwood. 1, color:  Beige",845734001
90972,"Flirty shimmer earring, color:  Gold",845795001
90973,"PQ TILLY SILK DRESS., color:  Dark Purple",845854001
90978,"ED Joli party tee, color:  Black",845903001
91021,"POW Janeiro, color:  Light Beige",845955001
91024,"HM+ Issa cardigan, color:  Black",845967002
91026,"HM+ Issa cardigan, color:  Grey",845967007
91027,"Cool Agon earringpk, color:  White",845977001
91029,"Class Jack earring, color:  White",845995001
91031,"Jax Bandeau 2pk, color:  Grey",846015001
91032,"Lorenzo Blouse, color:  White",846025001
91040,"Wave blazer., color:  Dark Orange",846115001
91041,"Wave blazer., color:  Green",846115002
91042,"Wave blazer., color:  Light Pink",846115003
91043,"Palm trouser, color:  Light Orange",846139002
91044,"Palm trouser, color:  Black",846139003
91048,"Como shorts., color:  Black",846150001
91049,"Como shorts., color:  Light Pink",846150002
91050,"Como shorts., color:  Off White",846150003
91051,"Fissa Thong 5pk, color:  Black",846181003
91055,"Lazer Razer MR Tie Tanga, color:  Light Blue",846279001
91056,"Mika Bucket Hat, color:  Light Beige",846296001
91057,"Mika Bucket Hat, color:  Black",846296002
91058,"Mika Bucket Hat, color:  Red",846296003
91059,"Mika Bucket Hat, color:  Light Green",846296005
91060,"Mika Bucket Hat, color:  Light Orange",846296006
91061,"Mika Bucket Hat, color:  Black",846296011
91062,"3P Deco aliceband, color:  White",846326001
91063,"B NEW Sibylla Karftan, color:  Black",846327001
91064,"B NEW Sibylla Karftan, color:  Off White",846327003
91065,"B NEW Sibylla Karftan, color:  Light Orange",846327005
91066,"B NEW Sibylla Karftan, color:  Black",846327008
91074,"Enna mini skirt, color:  Dark Grey",846347001
91075,"Enna mini skirt, color:  Light Grey",846347003
91076,"Enna mini skirt, color:  Beige",846347005
91077,"LOGG Savona v neck, color:  Beige",846353001
91078,"Cher Jumpsuit 1, color:  Black",846354001
91079,"Nix slacks trouser, color:  Black",846356001
91080,"Nix slacks trouser, color:  Off White",846356002
91081,"2P Bow scrunchie, color:  Black",846359001
91082,"2P Bow scrunchie, color:  Beige",846359002
91086,"Nellie dress (RW), color:  Beige",846406001
91087,"Heavy wool 1p Tights, color:  Black",846407001
91088,"Ophelia (W), color:  Greenish Khaki",846425001
91089,"ED Bama Conscious, color:  Black",846442001
91090,"ED Bama Conscious, color:  Black",846442002
91091,"ED Bama Conscious, color:  Pink",846442003
91092,"ED Bama Conscious, color:  Pink",846442005
91093,"ED Bama Conscious, color:  Light Yellow",846442006
91095,"Asta Dress (1), color:  Light Beige",846581001
91096,"Asta Dress (1), color:  Black",846581002
91111,"Flirty Dove earring, color:  Transparent",846636001
91112,"Lissabon LS, color:  Pink",846639001
91115,"Flirty Williamsburg hoop pk., color:  Gold",846700001
91117,"Flirty Kendall mix pack, color:  Gold",846711001
91125,"Baby J Shortie, color:  Black",846718009
91126,"Evie Long Padded Softbra, color:  Light Pink",846753001
91127,"Evie Long Padded Softbra, color:  Black",846753002
91130,"Prue Brazilian 3pk, color:  Light Green",846782001
91131,"Prue Brazilian 3pk, color:  Black",846782002
91133,"Uma Seamless Bikini 2pk, color:  Black",846825001
91134,"Uma Seamless Brazilian 2pk, color:  Pink",846826002
91135,"Judi skirt, color:  Dark Green",846829003
91136,"Uma Seamless Straigth Top 2pk, color:  Black",846847001
91138,"Kitty dress, color:  Black",846873001
91155,"Flirty Snow necklace, color:  White",847128001
91169,"True Romance Tulle Skirt, color:  Light Pink",847237001
91170,"True Romance Tulle Skirt, color:  Light Blue",847237002
91171,"Pluto Dress, color:  Light Green",847277001
91172,"Pluto Dress, color:  Dark Blue",847277002
91173,"Kylie Denim Shirtdress, color:  Blue",847279001
91174,"Kylie Denim Shirtdress, color:  Blue",847279002
91178,"Belle Long Dress, color:  Dark Blue",847541001
91183,"Amalfi Blouse RTW, color:  White",847673001
91184,"Amalfi Blouse RTW, color:  Light Beige",847673002
91185,"Amalfi Blouse RTW, color:  Light Pink",847673003
91186,"Amalfi Blouse RTW, color:  Dark Green",847673005
91194,"Maldives Body, color:  Light Pink",847862001
91195,"Maldives Body, color:  Light Blue",847862002
91196,"Maldives Body, color:  Light Green",847862003
91202,"Smilla velvet, color:  Black",847956001
91203,"Bergamo dress, color:  Black",847959001
91204,"Bergamo dress, color:  Dark Beige",847959002
91205,"Bella body, color:  Light Beige",847962001
91206,"Twiggy, color:  Light Beige",847967001
91207,"Twiggy, color:  Black",847967002
91208,"Demi parka, color:  Greyish Beige",848012001
91209,"Libby dress, color:  Black",848025001
91210,"Libby dress, color:  Greyish Beige",848025003
91211,"PISCO SOUR BODY, color:  Black",848039001
91212,"B Verbena Kaftan, color:  Black",848082001
91213,"B Verbena Kaftan, color:  White",848082002
91217,"Shelley tencel dress, color:  Light Blue",848175001
91218,"Fia LS, color:  Light Beige",848205001
91219,"Fia LS, color:  Dark Orange",848205002
91222,"Rosé dress, color:  Dark Blue",848242001
91223,"Rosé dress, color:  Light Beige",848242003
91224,"Arrow Longsleeve, color:  Blue",848254001
91225,"Arrow Longsleeve, color:  Beige",848254002
91226,"Brea body, color:  Black",848256001
91227,"Brea body, color:  Grey",848256002
91228,"Brea body, color:  Dark Orange",848256004
91229,"Brea body, color:  Beige",848256005
91230,"Brea body, color:  White",848256006
91231,"Jazz sunglasses, color:  Black",848307001
91232,"Jazz sunglasses, color:  Yellowish Brown",848307002
91233,"Herminoe sunglasses, color:  Other Pink",848308001
91234,"Herminoe sunglasses, color:  Pink",848308002
91235,"Hermione sunglasses, color:  Black",848308006
91236,"Vanja sunglasses, color:  Black",848311001
91237,"Jane sunglasses, color:  Yellowish Brown",848312001
91238,"Jane sunglasses, color:  Yellowish Brown",848312002
